stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,wheelchair_boarding,parent_station,platform_code
G00258,,Pejaten,,-6.278422,106.829762,2,,0,2,H00158P,A-B
G00260,,Buncit Indah,,-6.274348,106.830336,2,,0,2,H00021P,A-B
G00261,,Buncit Indah,,-6.274343,106.830266,2,,0,2,H00021P,C-D
G00262,,Warung Jati,,-6.262377,106.829762,2,,0,2,H00262P,A-B
G00263,,Warung Jati,,-6.262356,106.829783,2,,0,2,H00262P,C-D
G00266,,Duren Tiga,,-6.252325,106.826983,2,,0,2,H00049P,A-B
G00267,,Duren Tiga,,-6.252389,106.826988,2,,0,2,H00049P,C-D
G00268,,Duren Tiga,,-6.252395,106.826956,2,,0,2,H00049P,E-F
G00269,,Duren Tiga,,-6.252331,106.826951,2,,0,2,H00049P,G-H
B01373P,,Jln. Masjid Almuqorrobin Kalimalang,,-6.239887,106.890570,1,,0,2,,
G00272,,Mampang Prapatan,,-6.242748,106.825685,2,,0,2,H00123P,G-H-I
G00271,,Mampang Prapatan,,-6.242737,106.825744,2,,0,2,H00123P,D-E-F
E00276,,Pemuda Rawamangun Akses B,,-6.193666,106.891350,1,,2,1,H00161P,
G00278,,Patra Kuningan,,-6.232675,106.832042,2,,0,2,H00154P,A-B
G00280,,Patra Kuningan,,-6.232648,106.832106,2,,0,2,H00154P,E-F
G00281,,Patra Kuningan,,-6.232696,106.832085,2,,0,2,H00154P,G-H
G00290,,Karet Kuningan,,-6.216719,106.830738,2,,0,2,H00098P,A-B
B01007P,,Jln. Cipinang Bali III,,-6.239272,106.891360,1,,0,2,,
B00262P,,Cipinang BKT,,-6.229448,106.892880,1,,0,2,,
G00293,,Karet Kuningan,,-6.216708,106.830765,2,,0,2,H00098P,G-H
G00294,,Kuningan Madya,,-6.213466,106.830459,2,,0,2,H00114P,A-B
G00240,,Pademangan,,-6.133690,106.831688,1,,0,1,H00134P,C-D
B07137P,,Sbr. Gereja Santo Fransiskus Xaverius,,-6.115887,106.892918,1,,0,2,,
G00227,,Senen Sentral,,-6.178167,106.842064,1,,0,1,H00213P,A-B-C
G00229,,Senen Sentral,,-6.178152,106.842002,1,,0,1,H00213P,F-G-H
G00255,,Jati Padang,,-6.285349,106.826329,2,,0,2,H00081P,D-E-F
G00277,,Underpass Kuningan,,-6.234770,106.829027,2,,0,2,H00115P,J-K-L
G00250,,Jati Barat,,-6.290979,106.823689,2,,0,2,H00221P,D-E-F
G00499,,Walikota Jakarta Utara Arah Utara,,-6.118845,106.893125,2,,0,2,H00260S,A-B-C
G00237,,Gunung Sahari,,-6.136821,106.832315,1,,0,1,H00072P,A-B-C
G00238,,Gunung Sahari,,-6.136805,106.832428,1,,0,1,H00072P,D-E-F
G00232,,Lapangan Banteng,,-6.166049,106.839112,2,,0,2,H00018P,D-E-F
G00231,,Lapangan Banteng,,-6.166070,106.839010,2,,0,2,H00018P,A-B-C
G00245,,Simpang Ragunan,,-6.294596,106.822111,1,,0,1,H00044P,F-G-H
G00242,,Simpang Ragunan,,-6.294606,106.822164,1,,0,1,H00044P,A-B
G00247,,Jati Barat,,-6.290953,106.823620,2,,0,2,H00221P,A-B-C
G00276,,Underpass Kuningan,,-6.234744,106.829070,2,,0,2,H00115P,G-H-I
G00274,,Underpass Kuningan,,-6.234738,106.828995,2,,0,2,H00115P,A-B-C
G00275,,Underpass Kuningan,,-6.234712,106.829043,2,,0,2,H00115P,D-E-F
G00285,,Kuningan,,-6.228755,106.833168,2,,0,2,H00043P,K-L-M
G00287,,Rasuna Said,,-6.221641,106.832283,2,,0,2,H00069P,D-E-F
G00286,,Rasuna Said,,-6.221588,106.832272,2,,0,2,H00069P,A-B-C
H00261S,,Walikota Jakarta Utara Arah Selatan,,-6.118845,106.893470,2,,1,2,,
G00289,,Rasuna Said,,-6.221593,106.832224,2,,0,2,H00069P,K-L-M
H00175P,,Plumpang,,-6.128480,106.893700,2,,1,2,,
B03959P,,Sbr. Komplek Beacukai Pondok Bambu,,-6.235850,106.897450,1,,0,2,,
G00297,,Kuningan Madya,,-6.213471,106.830497,2,,0,2,H00114P,G-H
G00306,,Ragunan,,-6.305712,106.818835,1,,0,1,H00191P,D-E
B02020P,,Komplek Beacukai Pondok Bambu,,-6.235850,106.897590,1,,0,2,,
B05458P,,St. Klender 2,,-6.213433,106.897870,1,,0,2,,
G00315,,Flyover Raya Bogor,,-6.306618,106.865650,2,,0,2,H00056P,C-D
B03953P,,Sbr. Klinik Win Medika,,-6.220160,106.898430,1,,0,2,,
G00365,,Underpass Lebak Bulus,,-6.286742,106.780051,2,,0,2,H00177P,G-H-I
G00363,,Underpass Lebak Bulus,,-6.286762,106.779952,2,,0,2,H00177P,A-B-C
G00337,,BNN Arah Barat,,-6.246687,106.873246,2,,0,2,H00015C,A-B-C
G00338,,BNN Arah Barat,,-6.246703,106.873296,2,,0,2,H00015C,D-E
G00299,,Setiabudi,,-6.209205,106.830271,2,,0,2,H00215P,D-E-F
G00350,,Gelanggang Remaja,,-6.235459,106.867930,2,,0,2,H00066P,A-B
G00351,,Gelanggang Remaja,,-6.235433,106.867994,2,,0,2,H00066P,C-D
G00538,,Stasiun Klender,,-6.213530,106.898645,2,,0,2,H00226P,D-E-F
B03484P,,Sbr. Dirjen Anggaran,,-6.227253,106.898692,1,,0,2,,
G00322,,Cililitan,,-6.262461,106.866348,2,,0,2,H00171P,A-B-C
G00332,,Cawang Cililitan,,-6.257672,106.869990,2,,0,2,H00013P,D-E-F
G00311,,Kampung Rambutan,,-6.309801,106.882101,1,,0,1,H00096P,C-D
G00339,,BNN Arah Timur,,-6.246222,106.873063,2,,0,2,H00015C,A-B-C
G00366,,Underpass Lebak Bulus,,-6.286787,106.780011,2,,0,2,H00177P,J-K-L
G00335,,Cawang Cililitan,,-6.257707,106.870045,2,,0,2,H00013P,G-H-J
G00367,,Pondok Indah,,-6.267224,106.783614,2,,0,2,H00178P,A-B-C
G00360,,Pondok Pinang,,-6.282128,106.772028,1,,0,1,H00179P,A-B-C
G00336,,Cawang Cililitan,,-6.257763,106.870000,2,,0,2,H00013P,K-L-M
G00359,,Lebak Bulus,,-6.289380,106.774076,1,,0,1,H00122P,A-B-C-D
G00300,,Setiabudi,,-6.209221,106.830212,2,,0,2,H00215P,G-H-J
G00308,,Kampung Rambutan,,-6.309940,106.882186,1,,0,1,H00096P,A-B
G00329,,Cawang Cililitan,,-6.257743,106.869949,2,,0,2,H00013P,A-B-C
G00301,,Setiabudi,,-6.209157,106.830202,2,,0,2,H00215P,K-L-M
G00307,,Ragunan,,-6.305730,106.818950,1,,0,1,H00191P,F-G-H-J-K
G00304,,Ragunan,,-6.305707,106.818712,1,,0,1,H00191P,A-B-C
G00355,,Jatinegara,,-6.221451,106.868087,2,,0,2,H00082P,A-B-C
B07200P,,Sbr. Royal Tasneem,,-6.326050,106.898700,1,,0,2,,
G00316,,Trikora,,-6.301977,106.868061,2,,0,2,H00196P,A-B
G00317,,Trikora,,-6.301945,106.868002,2,,0,2,H00196P,C-D
G00318,,Pasar Induk,,-6.294223,106.872100,1,,0,1,H00147P,A-B
G00319,,Pasar Induk,,-6.294219,106.872017,1,,0,1,H00147P,C-D
G00320,,Kramat Jati,,-6.268760,106.866674,2,,0,2,H00150P,A-B
G00321,,Kramat Jati,,-6.268810,106.866589,2,,0,2,H00150P,C-D
G00327,,Cililitan,,-6.262484,106.866388,2,,0,2,H00171P,D-E-F
G00345,,Cawang,,-6.245883,106.871094,0,,0,0,H00276P,D-E-F
G00344,,Cawang,,-6.245901,106.871194,0,,0,0,H00276P,A-B-C
G00347,,Cawang,,-6.245836,106.871212,0,,0,0,H00276P,K-L-M
G00346,,Cawang,,-6.245815,106.871099,0,,0,0,H00276P,G-H-J
G00348,,Cawang Baru,,-6.243619,106.868804,2,,0,2,H00028P,A-B
G00349,,Cawang Baru,,-6.243613,106.868748,2,,0,2,H00028P,C-D
G00368,,Pondok Indah,,-6.267225,106.783691,2,,0,2,H00178P,D-E-F
B07186P,,Royal Tasneem,,-6.326050,106.898800,1,,0,2,,
B00314P,,Dirjen Anggaran,,-6.227253,106.898810,1,,0,2,,
B03455P,,Sbr. Balai Rakyat,,-6.224423,106.899020,1,,0,2,,
G00379,,Simprug,,-6.233916,106.786458,2,,0,2,H00216P,A-B-C
G00380,,Simprug,,-6.233964,106.786495,2,,0,2,H00216P,D-E-F
B06980P,,Seskoal 3,,-6.237989,106.771629,1,,0,0,,
B06981P,,Jln. Otista 1A,,-6.225623,106.866815,1,,0,0,,
B06931P,,Perkasa Sunter Agung,,-6.138910,106.878756,1,,0,0,,
B06932P,,Agung Karya,,-6.138513,106.878478,1,,0,0,,
B06934P,,Astra Sunter,,-6.141305,106.886521,1,,0,0,,
B06935P,,Jln. Agung Barat 30,,-6.139775,106.859889,1,,0,0,,
B06982P,,SLTP 140,,-6.139516,106.859929,1,,0,0,,
B06933P,,Danau Agung Sunter,,-6.139341,106.880226,1,,0,0,,
B06984P,,BKKBN Sunter Utara,,-6.139092,106.861951,1,,0,0,,
B06986P,,Jln. Metro Kencana IV,,-6.274261,106.782542,1,,0,0,,
B02127P,,Layur 1,,-6.193666,106.899050,1,,0,2,,
B06989P,,Jln. Darmawangsa X,,-6.257378,106.802938,1,,0,0,,
B06990P,,Jln. Gn. Merapi,,-6.141509,106.733066,1,,0,0,,
G00402,,Pinang Ranti,,-6.291098,106.886348,1,,0,1,H00173P,D-E-F
B05023P,,Simpang Pahlawan Revolusi 1,,-6.238668,106.899442,1,,0,2,,
G00418,,Pancoran Tugu Arah Timur,,-6.243082,106.843920,2,,0,2,H00139P,A-B-C
B00453P,,Gg. H. Abdul Rohman,,-6.224423,106.900610,1,,0,2,,
B07181P,,URINDO Kampus A,,-6.316430,106.900700,1,,0,2,,
G00437,,Kota Bambu Arah Selatan,,-6.185194,106.797090,2,,0,2,H00209S,A-B-C
G00375,,Kebayoran,,-6.238352,106.783208,1,,0,1,H00149P,D-E-F
E00094,,Klender Akses B,,-6.213731,106.902340,0,,2,0,H00054P,
G00441,,Jembatan Besi,,-6.152006,106.794881,2,,0,2,H00085P,A-B-C
G00442,,Jembatan Besi,,-6.151997,106.794912,2,,0,2,H00085P,D-E-F
B02654P,,Ps. Palad,,-6.186802,106.902770,1,,0,2,,
B06624P,,Jln. Pinang 2,,-6.114470,106.903130,1,,0,2,,
B06582P,,Jln. Pinang 1,,-6.114470,106.903190,1,,0,2,,
G00414,,Cikoko Arah Timur,,-6.242996,106.858144,2,,0,2,H00063S,A-B-C
G00382,,Permata Hijau,,-6.221417,106.783267,1,,0,1,H00166P,D-E-F
G00401,,Pinang Ranti,,-6.291045,106.886311,1,,0,1,H00173P,A-B-C
G00381,,Permata Hijau,,-6.221458,106.783239,1,,0,1,H00166P,A-B-C
B01693P,,Jln. Ultra Violet,,-6.166096,106.905680,1,,0,2,,
B06988P,,Sbr. Balai Benih Ikan Ciganjur,,-6.363493,106.805350,1,,0,0,,
E00261,,Pasar Pulo Gadung Akses A,,-6.187214,106.905760,0,,2,0,H00152P,
B05073P,,Simpang Pinggir Kali Sunter,,-6.112358,106.905840,1,,0,2,,
G00378,,Kebayoran,,-6.238436,106.783263,1,,0,1,H00149P,K-L-M
G00376,,Kebayoran,,-6.238363,106.783270,1,,0,1,H00149P,G-H-J
G00383,,Arteri,,-6.218424,106.777588,2,,0,2,H00167P,A-B-C
G00384,,Arteri,,-6.218374,106.777630,2,,0,2,H00167P,D-E-F
G00172,,Pasar Pulo Gadung,,-6.187451,106.905867,1,,0,1,H00152P,C-D
G00410,,Ciliwung Arah Timur,,-6.243005,106.863512,2,,0,2,H00061S,A-B-C
G00413,,Cikoko Arah Barat,,-6.243377,106.858115,2,,0,2,H00064S,D-E-F
G00412,,Cikoko Arah Barat,,-6.243376,106.858187,2,,0,2,H00064S,A-B-C
B00597P,,Gedung Judo Kelapa Gading,,-6.162982,106.907280,1,,0,2,,
B00564P,,Gg. Suzuki,,-6.184571,106.907970,1,,0,2,,
G00423,,Simpang Kuningan,,-6.237215,106.827953,1,,0,1,H00113P,A-B-C
G00421,,Simpang Kuningan,,-6.237267,106.827929,1,,0,1,H00113P,D-E-F
G00434,,Kemanggisan Arah Selatan,,-6.189783,106.797265,2,,0,2,H00224S,A-B-C
G00433,,Kemanggisan Arah Utara,,-6.189910,106.796939,2,,0,2,H00220S,A-B-C
G00436,,Kota Bambu Arah Utara,,-6.184506,106.796739,2,,0,2,H00204S,A-B-C
G00385,,Pos Pengumben,,-6.212954,106.772231,2,,0,2,H00180P,A-B-C
G00386,,Pos Pengumben,,-6.212933,106.772289,2,,0,2,H00180P,D-E-F
B02377P,,Masjid Raya Al Musyawarah Kelapa Gading 1,,-6.154881,106.910550,1,,0,2,,
G00388,,Kelapa Dua Sasak,,-6.205554,106.769539,2,,0,2,H00107P,D-E-F
B03332P,,SDIT Al Huda Kelapa Gading,,-6.171373,106.910940,1,,0,2,,
G00390,,Kebon Jeruk,,-6.194310,106.768926,2,,0,2,H00103P,D-E-F
B05393P,,SMPN 84,,-6.115887,106.911180,1,,0,2,,
G00392,,Duri Kepa,,-6.185256,106.768467,1,,0,1,H00050P,D-E-F
G00394,,Kedoya Panjang,,-6.174498,106.765904,1,,0,1,H00105P,D-E-F
G00393,,Kedoya Panjang,,-6.174501,106.765816,1,,0,1,H00105P,A-B-C
B05875P,,Warung Jengkol,,-6.182362,106.911300,1,,0,2,,
B06614P,,Sbr. Jln. Gading Griya Lestari,,-6.141220,106.914330,1,,0,2,,
G00403,,Tanjung Duren Arah Barat,,-6.175635,106.792248,2,,0,2,H00210S,A-B-C
G00405,,Tanjung Duren Arah Timur,,-6.175783,106.793104,2,,0,2,H00211S,A-B-C
G00398,,Tomang Raya,,-6.176897,106.800386,2,,0,2,H00250P,D-E-F
G00397,,Tomang Raya,,-6.176833,106.800344,2,,0,2,H00250P,A-B-C
G00400,,Tarakan,,-6.171180,106.810133,1,,0,1,H00201P,D-E-F
G00399,,Tarakan,,-6.171114,106.810112,1,,0,1,H00201P,A-B-C
G00446,,Jembatan Tiga Arah Selatan,,-6.133377,106.792730,2,,0,2,H00089P,D-E-F
B01255P,,Jln. Kel. Raya,,-6.229105,106.914350,1,,0,2,,
B05140P,,Simpang Selat Bali Makasar,,-6.239988,106.914980,1,,0,2,,
G00463,,Utan Kayu Rawamangun,,-6.197544,106.874008,1,,0,1,H00256P,A-B-C
G00465,,Utan Kayu Rawamangun,,-6.197554,106.874051,1,,0,1,H00256P,D-E-F
G00467,,Pemuda Pramuka,,-6.192821,106.874931,2,,0,2,H00160P,A-B-C
G00469,,Pemuda Pramuka,,-6.192822,106.875006,2,,0,2,H00160P,D-E-F
G00471,,Kayu Putih Rawasari,,-6.187474,106.875382,2,,0,2,H00100P,A-B-C
G00473,,Kayu Putih Rawasari,,-6.187473,106.875451,2,,0,2,H00100P,D-E-F
G00475,,Pulo Mas Bypass,,-6.176988,106.875987,2,,0,2,H00188P,A-B-C
G00477,,Pulo Mas Bypass,,-6.176998,106.876030,2,,0,2,H00188P,D-E-F
G00479,,Cempaka Putih,,-6.174226,106.876454,1,,0,1,H00033P,A-B-C
G00481,,Cempaka Putih,,-6.174225,106.876412,1,,0,1,H00033P,D-E-F
G00489,,Kodamar,,-6.162075,106.881708,1,,0,1,H00263P,D-E-F
G00492,,Sunter Kelapa Gading Arah Utara,,-6.142930,106.890714,2,,0,2,H00233P,A-B-C
G00494,,Sunter Kelapa Gading Arah Selatan,,-6.142928,106.890928,2,,0,2,H00233P,D-E-F
B06618P,,Jln. Komplek Yuka,,-6.125960,106.916880,1,,0,2,,
G00511,,Tanjung Priok,,-6.109560,106.882156,1,,0,1,H00240P,A-B-C
G00451,,Simpang Cawang,,-6.244803,106.876004,1,,0,1,H00029P,D-E-F
G00497,,Plumpang Arah Selatan,,-6.128473,106.893784,2,,0,2,H00175P,D-E-F
G00500,,Walikota Jakarta Utara Arah Selatan,,-6.118867,106.893440,2,,0,2,H00261S,A-B-C
G00509,,Mambo,,-6.110094,106.892390,2,,0,2,H00051P,D-E-F
G00513,,Pulo Gebang,,-6.213309,106.953270,2,,0,2,H00186P,A-B-C
G00514,,Pulo Gebang,,-6.213326,106.953223,2,,0,2,H00186P,D-E-F
B07130P,,Jln. Batu Zamrut I,,-6.184288,106.882873,1,,0,2,,
G00677,,Pluit,,-6.115788,106.791250,1,,0,1,H00174P,D-E-F
G00676,,Pluit,,-6.115790,106.791091,1,,0,1,H00174P,A-B-C
B04122P,,Sbr. Pansoshan Anak Putra Utama I,,-6.236966,106.918370,1,,0,2,,
B00788P,,IGI,,-6.182981,106.919170,1,,0,2,,
G00682,,Term. Pulo Gebang,,-6.212772,106.953229,2,,0,2,B07213P,1
G00683,,Term. Pulo Gebang,,-6.212716,106.953203,2,,0,2,B07213P,2
G00684,,Term. Pulo Gebang,,-6.212669,106.953183,2,,0,2,B07213P,3
G00685,,Term. Pulo Gebang,,-6.212614,106.953161,2,,0,2,B07213P,4
B07080P,,St. LRT Harjamukti 1,,-6.372529,106.895331,1,,0,0,,
B07247P,,Jln. H. Mawar Gg. VII,,-6.154408,106.870126,1,,0,2,,
B07249P,,Kantor Kec. Kemayoran,,-6.156194,106.864137,1,,0,2,,
B07250P,,Sbr. RS Mitra Keluarga Kemayoran,,-6.152715,106.857730,1,,0,2,,
G00689,,Karet,,-6.212463,106.819910,2,,0,2,H00099P,A-B-C
G00690,,Karet,,-6.212352,106.819981,2,,0,2,H00099P,D-E-F
G00485,,Simpang Cempaka,,-6.165896,106.879229,2,,0,2,H00032P,D-E-F
G00483,,Simpang Cempaka,,-6.165886,106.879175,2,,0,2,H00032P,A-B-C
G00507,,Mambo,,-6.110132,106.892389,2,,0,2,H00051P,A-B-C
G00505,,Koja Arah Utara,,-6.114165,106.893085,2,,0,2,H00165P,D-E-F
G00503,,Koja Arah Selatan,,-6.114384,106.893157,2,,0,2,H00165P,A-B-C
G00496,,Plumpang Arah Utara,,-6.128475,106.893730,2,,0,2,H00175P,A-B-C
G00487,,Kodamar,,-6.162050,106.881665,1,,0,1,H00263P,A-B-C
G00460,,Pisangan,,-6.205521,106.873814,2,,0,2,H00002P,A-B-C
G00461,,Pisangan,,-6.205525,106.873771,2,,0,2,H00002P,D-E-F
G00454,,Kebon Nanas,,-6.231671,106.876339,2,,0,2,H00039P,A-B-C
G00455,,Kebon Nanas,,-6.231662,106.876390,2,,0,2,H00039P,D-E-F
B03019P,,Puri Swadaya,,-6.237160,106.919610,1,,0,2,,
B04850P,,Simpang Jln. 26 Selatan,,-6.238345,106.922220,1,,0,2,,
G00448,,Simpang Cawang,,-6.244773,106.875959,1,,0,1,H00029P,A-B-C
G00459,,Flyover Jatinegara,,-6.215541,106.874360,2,,0,2,H00037C,D-E-F
B06183P,,Jln. Anggrek Raya,,-6.205168,106.922900,1,,0,2,,
G00515,,Walikota Jakarta Timur,,-6.212499,106.945370,1,,0,1,H00259P,A-B-C
B00634P,,Gereja Protestan Tugu,,-6.123642,106.923530,1,,0,2,,
G00560,,Sunter Karya,,-6.137576,106.870787,2,,0,2,H00232P,A-B-C
G00559,,Sunter Boulevard Barat,,-6.149644,106.888982,2,,0,2,H00231P,A-B-C
G00562,,Sunter Karya,,-6.137656,106.870820,2,,0,2,H00232P,D-E-F
B01949P,,Kel. Sukapura,,-6.148568,106.924500,1,,0,2,,
G00579,,Mangga Dua Raya,,-6.137570,106.817935,2,,0,2,H00140P,D-E-F
B07213P,,Term. Pulo Gebang,,-6.212670,106.953234,1,,1,2,,
H00047P,01-09,Dukuh Atas,,-6.205702,106.822230,2,,1,2,,
G00583,,Pasar Santa,,-6.239168,106.807773,2,,0,2,H00249P,A-B-C
B07119P,,Mall Daan Mogot Baru,,-6.151181,106.714828,1,,0,2,,
B06962P,,Apartemen Capitol Kwitang,,-6.180529,106.839168,1,,0,0,,
B06963P,,Jln. Kramat Kwitang,,-6.179892,106.840711,1,,0,0,,
G00580,,Rawa Barat,,-6.238912,106.816194,2,,0,2,H00192P,A-B-C
G00581,,Rawa Barat,,-6.238909,106.816264,2,,0,2,H00192P,D-E-F
G00582,,Rawa Barat,,-6.238957,106.816241,2,,0,2,H00192P,J-K-L
G00585,,Mayestik,,-6.241883,106.790748,2,,0,2,H00130P,A-B-C
G00587,,Mayestik,,-6.241938,106.790765,2,,0,2,H00130P,J-K
G00518,,Penggilingan,,-6.214133,106.939575,2,,0,2,H00163P,A-B-C
G00517,,Walikota Jakarta Timur,,-6.212554,106.945349,1,,0,1,H00259P,D-E-F
G00519,,Penggilingan,,-6.214137,106.939655,2,,0,2,H00163P,D-E-F
G00523,,Simpang Buaran,,-6.215999,106.924415,2,,0,2,H00055P,D-E-F
G00532,,Klender,,-6.213567,106.903081,2,,0,2,H00054P,A-B-C
G00534,,Klender,,-6.213605,106.903085,2,,0,2,H00054P,D-E-F
G00525,,Buaran,,-6.215092,106.917710,2,,0,2,H00017P,A-B-C
G00527,,Buaran,,-6.215137,106.917681,2,,0,2,H00017P,D-E-F
G00529,,Kampung Sumur,,-6.214408,106.911875,2,,0,2,H00097P,D-E-F
G00528,,Kampung Sumur,,-6.214381,106.911898,2,,0,2,H00097P,A-B-C
G00543,,Flyover Cipinang,,-6.214620,106.882240,2,,0,2,H00076P,A-B-C
G00545,,Flyover Cipinang,,-6.214657,106.882297,2,,0,2,H00076P,D-E-F
G00535,,Stasiun Klender,,-6.213498,106.898648,2,,0,2,H00226P,A-B-C
B03956P,,Sbr. Koko Semesta,,-6.115511,106.926710,1,,0,2,,
G00539,,Cipinang,,-6.213631,106.889877,2,,0,2,H00038P,A-B-C
G00541,,Cipinang,,-6.213660,106.889888,2,,0,2,H00038P,D-E-F
H00168P,,Flyover Pondok Kopi,,-6.216689,106.930540,2,,1,2,,
G00521,,Flyover Pondok Kopi,,-6.216689,106.930540,2,,0,2,H00168P,D-E-F
G00547,,Pasar Enjo,,-6.214854,106.878174,2,,0,2,H00145P,A-B-C
G00564,,Sunter Utara,,-6.139717,106.859198,2,,0,2,H00222P,D-E-F
G00549,,Pasar Enjo,,-6.214892,106.878184,2,,0,2,H00145P,D-E-F
G00551,,Flyover Jatinegara,,-6.215123,106.873591,2,,0,2,H00037C,G-H-J
E00289,,Flyover Pondok Kopi Akses B,,-6.216977,106.931200,0,,2,0,H00168P,
G00567,,Landasan Pacu,,-6.152119,106.854230,2,,0,2,H00108P,A-B-C
G00573,,Mangga Dua,,-6.136185,106.825987,2,,0,2,H00125P,A-B-C
B05823P,,United Tractors 1,,-6.183260,106.932430,1,,0,2,,
G00575,,Mangga Dua,,-6.136117,106.826003,2,,0,2,H00125P,D-E-F
B01424P,,Jln. Nusa Indah IV,,-6.218007,106.934060,1,,0,2,,
G00577,,Mangga Dua Raya,,-6.137617,106.817938,2,,0,2,H00140P,A-B-C
G00568,,Landasan Pacu,,-6.152215,106.854248,2,,0,2,H00108P,D-E-F
B02717P,,Pemadam Pondok Kelapa Raya,,-6.238668,106.934250,1,,0,2,,
B07289P,,Jln. Terentang Elok 2,,-6.198811,106.940422,1,,0,2,,
B07290P,,Sbr. SDN Pulo Gebang 03,,-6.199009,106.942723,1,,0,2,,
B07291P,,Sbr. Madrasah Ibtidaiyah Al-Huda,,-6.197115,106.942862,1,,0,2,,
B07292P,,Pertigaan Jln. Komarudin Lama,,-6.193683,106.943200,1,,0,2,,
B07293P,,Simpang Jln. P. Komarudin,,-6.185269,106.942624,1,,0,2,,
B07294P,,Sbr. Kantor RW 3 Cakung Barat,,-6.188070,106.942525,1,,0,2,,
B07295P,,Sbr. SDN Cakung Barat 07,,-6.191769,106.943190,1,,0,2,,
B00555P,,Gg. Sawo 2,,-6.201669,106.935180,1,,0,2,,
B07297P,,Madrasah Ibtidaiyah Al-Huda,,-6.197036,106.943001,1,,0,2,,
B07298P,,Jln. Komarudin Lama 5,,-6.199078,106.943150,1,,0,2,,
B07299P,,Sbr. Gg. Kabel Komarudin,,-6.201944,106.942842,1,,0,2,,
B07300P,,Sbr. Jln. Pendidikan,,-6.204464,106.942768,1,,0,2,,
B07301P,,Gg. H. Tolo,,-6.206388,106.942990,1,,0,2,,
B07302P,,Jln. Komarudin Lama 2,,-6.210180,106.941871,1,,0,2,,
B06946P,,St. Klender Baru 1,,-6.217129,106.939354,1,,0,2,,
G00563,,Sunter Utara,,-6.139820,106.859215,2,,0,2,H00222P,A-B-C
G00584,,Pasar Santa,,-6.239238,106.807773,2,,0,2,H00249P,J-K
B07283P,,Jln. Boulevard Raya,,-6.198762,106.938259,1,,0,2,,
G00592,,Velbak,,-6.239451,106.785527,2,,0,2,H00257P,J-K-L
G00593,,Kebayoran Lama,,-6.238299,106.777528,2,,0,2,H00101P,J-K-L
G00594,,Kebayoran Lama,,-6.238344,106.777524,2,,0,2,H00101P,A-B
G00595,,Seskoal,,-6.238018,106.771219,2,,0,2,H00214P,K-L
G00596,,Seskoal,,-6.238071,106.771215,2,,0,2,H00214P,A-B
G00597,,Cipulir,,-6.237767,106.765415,2,,0,2,H00040P,K-L
G00598,,Cipulir,,-6.237854,106.765410,2,,0,2,H00040P,A-B
G00599,,Swadarma,,-6.237505,106.760657,2,,0,2,H00234P,A-B
G00600,,Swadarma,,-6.237569,106.760657,2,,0,2,H00234P,J-K
G00601,,JORR,,-6.236138,106.754899,2,,0,2,H00091P,K-L
G00602,,JORR,,-6.236174,106.754926,2,,0,2,H00091P,A-B
B00801P,,Institut Teknologi Budi Utomo,,-6.221618,106.939140,1,,0,2,,
G00608,,Puri Beta 2,,-6.230550,106.723717,2,,0,2,H00190P,A-B
G00609,,Puri Beta 2,,-6.230557,106.723678,2,,0,2,H00190P,C-D
G00610,,Puri Beta 2,,-6.230513,106.723679,2,,0,2,H00190P,E-F
G00612,,CBD Ciledug,,-6.223635,106.709070,1,,0,1,H00031P,A-B
G00613,,CBD Ciledug,,-6.223631,106.709014,1,,0,1,H00031P,C-D
B06947P,,Gerbang SHIA 1,,-6.115699,106.682083,1,,0,0,,
B06949P,,Jln. Cengkareng Golf Club 1,,-6.122737,106.671478,1,,0,0,,
B06951P,,Jln. Cengkareng Golf Club 3,,-6.124498,106.667022,1,,0,0,,
G00632,,Transjakarta Tanah Abang 2,,-6.183918,106.811601,2,,0,2,B00825P,C
B06952P,,Terminal Kargo 1,,-6.125241,106.664939,1,,0,0,,
B06953P,,Terminal Kargo 2,,-6.124955,106.663437,1,,0,0,,
B06954P,,Perkantoran Soekarno-Hatta,,-6.125623,106.657075,1,,0,0,,
B06955P,,Jln. Husein Sastranegara,,-6.114483,106.685818,1,,0,0,,
B06956P,,Bundaran Cargo,,-6.122768,106.662274,1,,0,0,,
B06948P,,Sbr. Sowan Wisata Belanja,,-6.120001,106.675609,1,,0,0,,
B00918P,,RSUD Kalideres,,-6.145855,106.708636,1,,0,2,,
B07016P,,SMPN 186,,-6.134671,106.691240,1,,0,2,,
B07017P,,Sbr. Jln. Peta Barat 1,,-6.128896,106.687205,1,,0,2,,
B07018P,,Jln. Husein Sastranegara 2,,-6.130586,106.684658,1,,0,2,,
B07019P,,Stasiun KA Bandara,,-6.127043,106.653190,1,,0,2,,
B07020P,,Imigrasi SHIA,,-6.125316,106.657133,1,,0,2,,
B07021P,,Jln. Peta Barat 1,,-6.128875,106.687331,1,,0,2,,
B07023P,,Sbr. SMPN 186,,-6.134681,106.691365,1,,0,2,,
B07024P,,Sbr. Jln. Rawa Lele 1,,-6.137952,106.691745,1,,0,2,,
B06950P,,Soewarna Foodhall 1,,-6.123878,106.669521,1,,0,0,,
B07022P,,Jln. Rawa Lele 1,,-6.137234,106.691433,1,,0,2,,
G00622,,Bermis,,-6.178218,106.898465,2,,0,2,H00011P,A-B-C
